folds  boost       tp            fp          fn            precision           recall            f1
10        5        342.0        122.0        0.0        0.7370689655172413        1.0        0.8486352357320098
10        5        464.0        0.0        0.0        1.0        1.0        1.0

20        5        0.0        232.0        0.0        0.0        NaN        NaN
20        5        224.0        8.0        0.0        0.9655172413793104        1.0        0.9824561403508772
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        221.0        11.0        0.0        0.9525862068965517        1.0        0.9757174392935983
20        5        226.0        6.0        0.0        0.9741379310344828        1.0        0.9868995633187774
20        5        225.0        7.0        0.0        0.9698275862068966        1.0        0.9846827133479212
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        110.0        122.0        0.0        0.47413793103448276        1.0        0.6432748538011697
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0
20        5        232.0        0.0        0.0        1.0        1.0        1.0

5        1        468.0        460.0        0.0        0.5043103448275862        1.0        0.670487106017192
5        1        820.0        108.0        0.0        0.8836206896551724        1.0        0.9382151029748284
5        1        404.0        524.0        0.0        0.4353448275862069        1.0        0.6066066066066066
5        1        845.0        83.0        0.0        0.9105603448275862        1.0        0.9531866892272984
5        1        836.0        92.0        0.0        0.9008620689655172        1.0        0.9478458049886621


5        5        0.0        928.0        0.0        0.0        NaN        NaN
5        5        928.0        0.0        0.0        1.0        1.0        1.0
5        5        884.0        44.0        0.0        0.9525862068965517        1.0        0.9757174392935983
5        5        928.0        0.0        0.0        1.0        1.0        1.0
5        5        806.0        122.0        0.0        0.8685344827586207        1.0        0.9296424452133794

5        10        504.0        424.0        328.0        0.5431034482758621        0.6057692307692307        0.5727272727272728
5        10        605.0        323.0        0.0        0.6519396551724138        1.0        0.7893020221787346
5        10        396.0        532.0        928.0        0.4267241379310345        0.2990936555891239        0.35168738898756663
5        10        777.0        151.0        928.0        0.8372844827586207        0.45571847507331376        0.5902012913026965

5        5        767.0        147.0        0.0        0.8391684901531729        1.0        0.9125520523497919
5        5        754.0        191.0        0.0        0.7978835978835979        1.0        0.8875809299587993
5        5        759.0        179.0        0.0        0.8091684434968017        1.0        0.8945197407189158
5        5        743.0        162.0        0.0        0.8209944751381215        1.0        0.9016990291262137
5        5        757.0        181.0        0.0        0.8070362473347548        1.0        0.8932153392330383

5        10        914.0        0.0        942.0        1.0        0.49245689655172414        0.6599277978339351
5        10        720.0        225.0        911.0        0.7619047619047619        0.4414469650521153        0.5590062111801243
5        10        711.0        227.0        918.0        0.7579957356076759        0.43646408839779005        0.5539540319439034
5        10        670.0        235.0        951.0        0.7403314917127072        0.4133251079580506        0.5304829770387965
5        10        709.0        229.0        918.0        0.755863539445629        0.43577135832821146        0.5528265107212477

5        20        767.0        147.0        0.0        0.8391684901531729        1.0        0.9125520523497919
5        20        945.0        0.0        911.0        1.0        0.5091594827586207        0.6747590146376293
5        20        938.0        0.0        918.0        1.0        0.5053879310344828        0.6714387974230493
5        20        743.0        162.0        0.0        0.8209944751381215        1.0        0.9016990291262137
5        20        407.0        531.0        918.0        0.43390191897654584        0.3071698113207547        0.3596995139195758

10        5        375.0        72.0        0.0        0.8389261744966443        1.0        0.9124087591240875
10        5        381.0        86.0        0.0        0.815845824411135        1.0        0.8985849056603773
10        5        373.0        97.0        0.0        0.7936170212765957        1.0        0.8849347568208779
10        5        381.0        94.0        0.0        0.8021052631578948        1.0        0.8901869158878505
10        5        403.0        84.0        0.0        0.8275154004106776        1.0        0.90561797752809
10        5        374.0        77.0        0.0        0.8292682926829268        1.0        0.9066666666666666
10        5        387.0        76.0        0.0        0.8358531317494601        1.0        0.9105882352941177
10        5        356.0        86.0        0.0        0.8054298642533937        1.0        0.8922305764411027
10        5        369.0        87.0        0.0        0.8092105263157895        1.0        0.8945454545454545
10        5        392.0        90.0        0.0        0.8132780082987552        1.0        0.8970251716247138

20        5        173.0        38.0        0.0        0.8199052132701422        1.0        0.9010416666666667
20        5        197.0        39.0        0.0        0.8347457627118644        1.0        0.9099307159353348
20        5        177.0        39.0        0.0        0.8194444444444444        1.0        0.9007633587786258
20        5        207.0        44.0        0.0        0.8247011952191236        1.0        0.9039301310043668
20        5        187.0        52.0        0.0        0.7824267782426778        1.0        0.8779342723004694
20        5        191.0        40.0        0.0        0.8268398268398268        1.0        0.9052132701421802
20        5        186.0        47.0        0.0        0.7982832618025751        1.0        0.8878281622911693
20        5        195.0        47.0        0.0        0.8057851239669421        1.0        0.8924485125858124
20        5        200.0        49.0        0.0        0.8032128514056225        1.0        0.8908685968819599
20        5        203.0        35.0        0.0        0.8529411764705882        1.0        0.9206349206349206
20        5        183.0        39.0        0.0        0.8243243243243243        1.0        0.9037037037037037
20        5        191.0        38.0        0.0        0.834061135371179        1.0        0.9095238095238094
20        5        186.0        35.0        0.0        0.8416289592760181        1.0        0.9140049140049139
20        5        195.0        47.0        0.0        0.8057851239669421        1.0        0.8924485125858124
20        5        177.0        42.0        0.0        0.8082191780821918        1.0        0.8939393939393938
20        5        179.0        44.0        0.0        0.8026905829596412        1.0        0.8905472636815921
20        5        184.0        33.0        0.0        0.847926267281106        1.0        0.9177057356608479
20        5        197.0        42.0        0.0        0.8242677824267782        1.0        0.9036697247706422
20        5        197.0        55.0        0.0        0.7817460317460317        1.0        0.8775055679287306
20        5        191.0        39.0        0.0        0.8304347826086956        1.0        0.9073634204275535

5        1        767.0        147.0        0.0        0.8391684901531729        1.0        0.9125520523497919
5        1        801.0        144.0        0.0        0.8476190476190476        1.0        0.9175257731958762
5        1        770.0        168.0        0.0        0.8208955223880597        1.0        0.9016393442622952
5        1        743.0        162.0        0.0        0.8209944751381215        1.0        0.9016990291262137
5        1        772.0        166.0        0.0        0.8230277185501066        1.0        0.9029239766081872

10        30        200.0        247.0        481.0        0.44742729306487694        0.2936857562408223        0.3546099290780142
10        30        230.0        237.0        207.0        0.4925053533190578        0.5263157894736842        0.5088495575221238
10        30        267.0        203.0        160.0        0.5680851063829787        0.6252927400468384        0.5953177257525084
10        30        200.0        275.0        303.0        0.42105263157894735        0.3976143141153082        0.40899795501022496
10        30        198.0        289.0        274.0        0.406570841889117        0.4194915254237288        0.4129301355578727
10        30        202.0        249.0        477.0        0.44789356984478934        0.2974963181148748        0.3575221238938053
10        30        463.0        0.0        465.0        1.0        0.4989224137931034        0.6657081236520488
10        30        214.0        228.0        486.0        0.4841628959276018        0.3057142857142857        0.37478108581436076
10        30        210.0        246.0        472.0        0.4605263157894737        0.30791788856304986        0.36906854130052724
10        30        245.0        237.0        203.0        0.508298755186722        0.546875        0.5268817204301075


5        1        749.0        143.0        0.0        0.8396860986547086        1.0        0.9128580134064594
5        1        749.0        177.0        0.0        0.8088552915766739        1.0        0.8943283582089553
5        1        792.0        159.0        0.0        0.832807570977918        1.0        0.9087779690189329
5        1        784.0        169.0        0.0        0.8226652675760755        1.0        0.9027058146229131
5        1        779.0        139.0        0.0        0.8485838779956427        1.0        0.9180907483794932

5        5        841.0        51.0        0.0        0.9428251121076233        1.0        0.9705712637045586
5        5        865.0        61.0        0.0        0.9341252699784017        1.0        0.9659408151870462
5        5        792.0        159.0        0.0        0.832807570977918        1.0        0.9087779690189329
5        5        784.0        169.0        0.0        0.8226652675760755        1.0        0.9027058146229131
5        5        864.0        54.0        0.0        0.9411764705882353        1.0        0.9696969696969697

5        10        841.0        51.0        0.0        0.9428251121076233        1.0        0.9705712637045586
5        10        865.0        61.0        0.0        0.9341252699784017        1.0        0.9659408151870462
5        10        792.0        159.0        0.0        0.832807570977918        1.0        0.9087779690189329
5        10        784.0        169.0        0.0        0.8226652675760755        1.0        0.9027058146229131
5        10        864.0        54.0        0.0        0.9411764705882353        1.0        0.9696969696969697

5        20        841.0        51.0        0.0        0.9428251121076233        1.0        0.9705712637045586
5        20        865.0        61.0        0.0        0.9341252699784017        1.0        0.9659408151870462
5        20        731.0        220.0        0.0        0.768664563617245        1.0        0.8692033293697977
5        20        729.0        224.0        0.0        0.7649527806925498        1.0        0.8668252080856124
5        20        864.0        54.0        0.0        0.9411764705882353        1.0        0.9696969696969697

5        30        841.0        51.0        0.0        0.9428251121076233        1.0        0.9705712637045586
5        30        865.0        61.0        0.0        0.9341252699784017        1.0        0.9659408151870462
5        30        731.0        220.0        0.0        0.768664563617245        1.0        0.8692033293697977
5        30        729.0        224.0        0.0        0.7649527806925498        1.0        0.8668252080856124
5        30        864.0        54.0        0.0        0.9411764705882353        1.0        0.9696969696969697

10        5        435.0        15.0        0.0        0.9666666666666667        1.0        0.9830508474576272
10        5        406.0        36.0        0.0        0.918552036199095        1.0        0.9575471698113207
10        5        388.0        87.0        0.0        0.8168421052631579        1.0        0.899188876013905
10        5        418.0        33.0        0.0        0.926829268292683        1.0        0.9620253164556962
10        5        405.0        79.0        0.0        0.8367768595041323        1.0        0.9111361079865018
10        5        387.0        80.0        0.0        0.828693790149893        1.0        0.9063231850117096
10        5        394.0        84.0        0.0        0.8242677824267782        1.0        0.9036697247706422
10        5        390.0        85.0        0.0        0.8210526315789474        1.0        0.9017341040462428
10        5        430.0        24.0        0.0        0.947136563876652        1.0        0.9728506787330315
10        5        397.0        67.0        0.0        0.8556034482758621        1.0        0.9221835075493612

20        5        222.0        6.0        0.0        0.9736842105263158        1.0        0.9866666666666666
20        5        213.0        9.0        0.0        0.9594594594594594        1.0        0.9793103448275863
20        5        195.0        39.0        0.0        0.8333333333333334        1.0        0.9090909090909091
20        5        188.0        20.0        0.0        0.9038461538461539        1.0        0.9494949494949494
20        5        195.0        39.0        0.0        0.8333333333333334        1.0        0.9090909090909091
20        5        193.0        48.0        0.0        0.8008298755186722        1.0        0.8894009216589862
20        5        214.0        16.0        0.0        0.9304347826086956        1.0        0.963963963963964
20        5        204.0        17.0        0.0        0.9230769230769231        1.0        0.9600000000000002
20        5        207.0        33.0        0.0        0.8625        1.0        0.9261744966442954
20        5        198.0        46.0        0.0        0.8114754098360656        1.0        0.8959276018099548
20        5        220.0        11.0        0.0        0.9523809523809523        1.0        0.9756097560975611
20        5        199.0        37.0        0.0        0.8432203389830508        1.0        0.9149425287356321
20        5        192.0        51.0        0.0        0.7901234567901234        1.0        0.8827586206896552
20        5        202.0        33.0        0.0        0.8595744680851064        1.0        0.9244851258581237
20        5        195.0        44.0        0.0        0.8158995815899581        1.0        0.8986175115207373
20        5        195.0        41.0        0.0        0.826271186440678        1.0        0.9048723897911832
20        5        211.0        12.0        0.0        0.9461883408071748        1.0        0.9723502304147464
20        5        219.0        12.0        0.0        0.948051948051948        1.0        0.9733333333333333
20        5        198.0        34.0        0.0        0.853448275862069        1.0        0.9209302325581395
20        5        199.0        33.0        0.0        0.8577586206896551        1.0        0.923433874709977


5        1        403.0        528.0        209.0        0.43286788399570353        0.6584967320261438        0.5223590408295529
5        1        292.0        624.0        112.0        0.31877729257641924        0.7227722772277227        0.4424242424242425
5        1        356.0        571.0        166.0        0.38403451995685006        0.6819923371647509        0.49137336093857836
5        1        419.0        515.0        209.0        0.4486081370449679        0.6671974522292994        0.5364916773367477
5        1        298.0        634.0        107.0        0.3197424892703863        0.7358024691358025        0.4457741211667913

5        5        378.0        553.0        74.0        0.40601503759398494        0.8362831858407079        0.5466377440347071
5        5        446.0        470.0        156.0        0.4868995633187773        0.7408637873754153        0.5876152832674572
5        5        465.0        462.0        153.0        0.5016181229773463        0.7524271844660194        0.6019417475728156
5        5        445.0        489.0        145.0        0.47644539614561027        0.7542372881355932        0.583989501312336
5        5        407.0        525.0        98.0        0.4366952789699571        0.805940594059406        0.5664578983994433

5        10        476.0        455.0        134.0        0.5112781954887218        0.780327868852459        0.6177806619078521
5        10        485.0        431.0        138.0        0.5294759825327511        0.7784911717495987        0.6302794022092267
5        10        463.0        464.0        119.0        0.4994606256742179        0.7955326460481099        0.6136514247846255
5        10        480.0        454.0        137.0        0.5139186295503212        0.7779578606158833        0.6189555125725338
5        10        398.0        534.0        99.0        0.4270386266094421        0.8008048289738431        0.5570328901329602

5        20        380.0        551.0        85.0        0.40816326530612246        0.8172043010752689        0.5444126074498569
5        20        473.0        443.0        136.0        0.5163755458515283        0.7766830870279147        0.6203278688524589
5        20        460.0        467.0        129.0        0.4962243797195254        0.7809847198641766        0.6068601583113457
5        20        420.0        514.0        96.0        0.44967880085653106        0.813953488372093        0.5793103448275861
5        20        400.0        532.0        78.0        0.4291845493562232        0.8368200836820083        0.5673758865248226

5        30        414.0        517.0        96.0        0.4446831364124597        0.8117647058823529        0.5746009715475364
5        30        475.0        441.0        129.0        0.5185589519650655        0.7864238410596026        0.625
5        30        456.0        471.0        132.0        0.4919093851132686        0.7755102040816326        0.601980198019802
5        30        383.0        551.0        94.0        0.4100642398286938        0.8029350104821803        0.5428773919206237
5        30        414.0        518.0        84.0        0.44420600858369097        0.8313253012048193        0.5790209790209789

10        5        215.0        257.0        53.0        0.4555084745762712        0.8022388059701493        0.5810810810810811
10        5        236.0        223.0        83.0        0.514161220043573        0.7398119122257053        0.6066838046272495
10        5        219.0        246.0        75.0        0.47096774193548385        0.7448979591836735        0.5770750988142292
10        5        227.0        224.0        77.0        0.5033259423503326        0.7467105263157895        0.6013245033112582
10        5        164.0        300.0        30.0        0.35344827586206895        0.845360824742268        0.4984802431610942
10        5        245.0        218.0        68.0        0.5291576673866091        0.7827476038338658        0.6314432989690723
10        5        217.0        244.0        76.0        0.47071583514099785        0.7406143344709898        0.5755968169761273
10        5        186.0        287.0        41.0        0.39323467230443976        0.8193832599118943        0.5314285714285714
10        5        193.0        274.0        55.0        0.4132762312633833        0.7782258064516129        0.5398601398601399
10        5        225.0        240.0        53.0        0.4838709677419355        0.8093525179856115        0.6056527590847914

20        5        93.0        142.0        33.0        0.39574468085106385        0.7380952380952381        0.5152354570637119
20        5        96.0        141.0        23.0        0.4050632911392405        0.8067226890756303        0.5393258426966293
20        5        103.0        125.0        30.0        0.4517543859649123        0.7744360902255639        0.5706371191135734
20        5        114.0        117.0        48.0        0.4935064935064935        0.7037037037037037        0.5801526717557253
20        5        103.0        121.0        42.0        0.45982142857142855        0.7103448275862069        0.5582655826558266
20        5        101.0        140.0        23.0        0.4190871369294606        0.8145161290322581        0.5534246575342466
20        5        109.0        109.0        50.0        0.5        0.6855345911949685        0.5782493368700264
20        5        99.0        134.0        21.0        0.4248927038626609        0.825        0.5609065155807366
20        5        105.0        117.0        39.0        0.47297297297297297        0.7291666666666666        0.5737704918032787
20        5        95.0        147.0        19.0        0.3925619834710744        0.8333333333333334        0.5337078651685393
20        5        96.0        136.0        12.0        0.41379310344827586        0.8888888888888888        0.5647058823529412
20        5        115.0        116.0        39.0        0.49783549783549785        0.7467532467532467        0.5974025974025975
20        5        115.0        111.0        37.0        0.5088495575221239        0.756578947368421        0.6084656084656085
20        5        93.0        142.0        33.0        0.39574468085106385        0.7380952380952381        0.5152354570637119
20        5        96.0        139.0        18.0        0.4085106382978723        0.8421052631578947        0.5501432664756446
20        5        90.0        148.0        23.0        0.37815126050420167        0.7964601769911505        0.5128205128205129
20        5        96.0        144.0        16.0        0.4        0.8571428571428571        0.5454545454545454
20        5        119.0        108.0        48.0        0.5242290748898678        0.7125748502994012        0.6040609137055837
20        5        125.0        117.0        27.0        0.5165289256198347        0.8223684210526315        0.6345177664974619
20        5        100.0        123.0        26.0        0.4484304932735426        0.7936507936507936        0.5730659025787965


5        1        786.0        167.0        0.0        0.8247639034627492        1.0        0.9039677975848189
5        1        785.0        155.0        0.0        0.8351063829787234        1.0        0.910144927536232
5        1        741.0        148.0        0.0        0.8335208098987626        1.0        0.90920245398773
5        1        764.0        158.0        0.0        0.8286334056399133        1.0        0.9062870699881376
5        1        777.0        159.0        0.0        0.8301282051282052        1.0        0.9071803852889666

5        5        786.0        167.0        0.0        0.8247639034627492        1.0        0.9039677975848189
5        5        785.0        155.0        0.0        0.8351063829787234        1.0        0.910144927536232
5        5        825.0        64.0        0.0        0.9280089988751407        1.0        0.9626604434072347
5        5        871.0        51.0        0.0        0.9446854663774403        1.0        0.9715560513106525
5        5        777.0        159.0        0.0        0.8301282051282052        1.0        0.9071803852889666

5        10        786.0        167.0        0.0        0.8247639034627492        1.0        0.9039677975848189
5        10        785.0        155.0        0.0        0.8351063829787234        1.0        0.910144927536232
5        10        825.0        64.0        0.0        0.9280089988751407        1.0        0.9626604434072347
5        10        871.0        51.0        0.0        0.9446854663774403        1.0        0.9715560513106525
5        10        777.0        159.0        0.0        0.8301282051282052        1.0        0.9071803852889666

5        20        744.0        209.0        0.0        0.7806925498426023        1.0        0.8768414849734825
5        20        726.0        214.0        0.0        0.7723404255319148        1.0        0.8715486194477792
5        20        825.0        64.0        0.0        0.9280089988751407        1.0        0.9626604434072347
5        20        871.0        51.0        0.0        0.9446854663774403        1.0        0.9715560513106525
5        20        777.0        159.0        0.0        0.8301282051282052        1.0        0.9071803852889666

5        30        731.0        222.0        0.0        0.7670514165792235        1.0        0.8681710213776722
5        30        726.0        214.0        0.0        0.7723404255319148        1.0        0.8715486194477792
5        30        825.0        64.0        0.0        0.9280089988751407        1.0        0.9626604434072347
5        30        871.0        51.0        0.0        0.9446854663774403        1.0        0.9715560513106525
5        30        757.0        179.0        0.0        0.8087606837606838        1.0        0.8942705256940344

10        5        393.0        76.0        0.0        0.837953091684435        1.0        0.9118329466357308
10        5        393.0        91.0        0.0        0.8119834710743802        1.0        0.8962371721778791
10        5        437.0        22.0        0.0        0.9520697167755992        1.0        0.9754464285714285
10        5        406.0        75.0        0.0        0.8440748440748441        1.0        0.915445321307779
10        5        391.0        78.0        0.0        0.8336886993603412        1.0        0.9093023255813953
10        5        389.0        31.0        0.0        0.9261904761904762        1.0        0.9616810877626699
10        5        394.0        70.0        0.0        0.8491379310344828        1.0        0.9184149184149184
10        5        428.0        30.0        0.0        0.9344978165938864        1.0        0.9661399548532731
10        5        435.0        27.0        0.0        0.9415584415584416        1.0        0.9698996655518395
10        5        400.0        74.0        0.0        0.8438818565400844        1.0        0.9153318077803203

20        5        196.0        37.0        0.0        0.8412017167381974        1.0        0.9137529137529139
20        5        197.0        39.0        0.0        0.8347457627118644        1.0        0.9099307159353348
20        5        200.0        41.0        0.0        0.8298755186721992        1.0        0.9070294784580498
20        5        193.0        50.0        0.0        0.7942386831275721        1.0        0.8853211009174312
20        5        194.0        42.0        0.0        0.8220338983050848        1.0        0.9023255813953488
20        5        214.0        9.0        0.0        0.9596412556053812        1.0        0.9794050343249426
20        5        210.0        28.0        0.0        0.8823529411764706        1.0        0.9375
20        5        196.0        47.0        0.0        0.8065843621399177        1.0        0.8929384965831435
20        5        204.0        39.0        0.0        0.8395061728395061        1.0        0.9127516778523489
20        5        208.0        18.0        0.0        0.9203539823008849        1.0        0.9585253456221198
20        5        195.0        17.0        0.0        0.9198113207547169        1.0        0.9582309582309582
20        5        194.0        14.0        0.0        0.9326923076923077        1.0        0.965174129353234
20        5        201.0        38.0        0.0        0.8410041841004184        1.0        0.9136363636363637
20        5        213.0        12.0        0.0        0.9466666666666667        1.0        0.9726027397260274
20        5        186.0        48.0        0.0        0.7948717948717948        1.0        0.8857142857142858
20        5        209.0        15.0        0.0        0.9330357142857143        1.0        0.9653579676674363
20        5        187.0        47.0        0.0        0.7991452991452992        1.0        0.8883610451306415
20        5        214.0        14.0        0.0        0.9385964912280702        1.0        0.9683257918552036
20        5        199.0        33.0        0.0        0.8577586206896551        1.0        0.923433874709977
20        5        201.0        41.0        0.0        0.8305785123966942        1.0        0.9074492099322798


5        1        306.0        627.0        110.0        0.3279742765273312        0.7355769230769231        0.45366938472942925
5        1        303.0        620.0        108.0        0.3282773564463705        0.7372262773722628        0.45427286356821583
5        1        322.0        576.0        120.0        0.3585746102449889        0.7285067873303167        0.4805970149253731
5        1        289.0        657.0        95.0        0.3054968287526427        0.7526041666666666        0.4345864661654135
5        1        296.0        644.0        79.0        0.3148936170212766        0.7893333333333333        0.45019011406844106

5        5        450.0        483.0        150.0        0.48231511254019294        0.75        0.5870841487279844
5        5        480.0        443.0        162.0        0.5200433369447454        0.7476635514018691        0.6134185303514377
5        5        471.0        427.0        174.0        0.5244988864142539        0.7302325581395349        0.61049902786779
5        5        368.0        578.0        101.0        0.3890063424947146        0.7846481876332623        0.5201413427561837
5        5        364.0        576.0        77.0        0.3872340425531915        0.8253968253968254        0.5271542360608255

5        10        373.0        560.0        97.0        0.39978563772775993        0.7936170212765957        0.5317177476835353
5        10        449.0        474.0        152.0        0.48645720476706394        0.7470881863560732        0.589238845144357
5        10        465.0        433.0        145.0        0.5178173719376392        0.7622950819672131        0.616710875331565
5        10        488.0        458.0        125.0        0.5158562367864693        0.7960848287112561        0.6260423348300191
5        10        457.0        483.0        149.0        0.48617021276595745        0.7541254125412541        0.5912031047865459

5        20        441.0        492.0        128.0        0.47266881028938906        0.7750439367311072        0.5872170439414114
5        20        437.0        486.0        143.0        0.4734561213434453        0.753448275862069        0.5815036593479707
5        20        454.0        444.0        136.0        0.5055679287305123        0.7694915254237288        0.6102150537634409
5        20        482.0        464.0        121.0        0.5095137420718816        0.7993366500829188        0.6223369916074887
